Datetime,Open,High,Low,Close,Volume
2025-03-27 14:30:00-04:00,567.92,568.22,567.55,568.1393,318932
2025-03-27 14:35:00-04:00,568.1501,568.57,568.0701,568.43,233927
2025-03-27 14:40:00-04:00,568.455,568.96,568.34,568.48,381942
2025-03-27 14:45:00-04:00,568.5,568.92,568.5,568.8887,152320
2025-03-27 14:50:00-04:00,568.89,569.1875,568.57,568.87,289088
2025-03-27 14:55:00-04:00,568.86,568.9,567.42,567.56,438616
2025-03-27 15:00:00-04:00,567.54,568.37,567.43,568.14,334228
2025-03-27 15:05:00-04:00,568.11,568.41,567.67,568.305,278137
2025-03-27 15:10:00-04:00,568.36,569.1,568.24,569.0724,560435
2025-03-27 15:15:00-04:00,569.07,569.43,568.923,569.3215,562987
2025-03-27 15:20:00-04:00,569.34,570.03,569.2301,569.81,587921
2025-03-27 15:25:00-04:00,569.81,569.85,569.41,569.78,492280
2025-03-27 15:30:00-04:00,569.76,569.81,568.865,569.31,712378
2025-03-27 15:35:00-04:00,569.315,569.35,568.55,568.62,1121761
2025-03-27 15:40:00-04:00,568.63,569.04,568.37,568.76,718382
2025-03-27 15:45:00-04:00,568.76,569.06,568.57,568.97,558775
2025-03-27 15:50:00-04:00,568.97,568.9725,567.08,567.76,1956959
2025-03-27 15:55:00-04:00,567.76,568.09,566.72,567,2819140
2025-03-28 09:30:00-04:00,565.53,565.76,564.37,565.0399,1161195
2025-03-28 09:35:00-04:00,565.04,566.2675,564.99,566.01,893033
2025-03-28 09:40:00-04:00,565.97,566.2486,565.01,565.01,575657
2025-03-28 09:45:00-04:00,565.04,565.56,564.805,565.11,562292
2025-03-28 09:50:00-04:00,565.13,565.3962,564.11,564.37,390502
2025-03-28 09:55:00-04:00,564.35,564.385,563.76,563.9399,479862
2025-03-28 10:00:00-04:00,563.84,564.36,562.92,563.665,899042
2025-03-28 10:05:00-04:00,563.73,563.74,562.02,562.28,865062
2025-03-28 10:10:00-04:00,562.3,562.48,561.15,561.38,1464692
2025-03-28 10:15:00-04:00,561.39,561.4981,560.63,560.76,1159579
2025-03-28 10:20:00-04:00,560.75,560.98,560.3,560.53,983682
2025-03-28 10:25:00-04:00,560.55,560.6,559.49,559.57,1875712
2025-03-28 10:30:00-04:00,559.565,560.15,558.77,559.07,1277307
2025-03-28 10:35:00-04:00,559.07,559.47,558.33,559.36,1345650
2025-03-28 10:40:00-04:00,559.35,559.78,558.99,559.6,1278063
2025-03-28 10:45:00-04:00,559.6,559.6587,558.6,558.7957,728489
2025-03-28 10:50:00-04:00,558.77,559.43,558.61,559.15,461257
2025-03-28 10:55:00-04:00,559.16,559.17,558.26,558.79,683959
2025-03-28 11:00:00-04:00,558.8,558.84,557.77,557.87,965987
2025-03-28 11:05:00-04:00,557.87,558.65,557.86,558.2358,899727
2025-03-28 11:10:00-04:00,558.25,559.35,558.13,558.93,1268969
2025-03-28 11:15:00-04:00,558.9499,559.25,558.44,558.5338,558595
2025-03-28 11:20:00-04:00,558.52,558.89,558.075,558.205,456698
2025-03-28 11:25:00-04:00,558.21,559.06,558.2,558.94,528250
2025-03-28 11:30:00-04:00,558.94,559.615,558.695,559.55,629471
2025-03-28 11:35:00-04:00,559.54,559.8,559.34,559.65,493957
2025-03-28 11:40:00-04:00,559.63,559.73,558.66,559.08,429566
2025-03-28 11:45:00-04:00,559.04,559.32,558.78,559.25,298091
2025-03-28 11:50:00-04:00,559.24,559.29,558.33,558.4,451048
2025-03-28 11:55:00-04:00,558.39,558.6169,557.91,557.93,400794
2025-03-28 12:00:00-04:00,557.92,558.47,557.9,558.4201,276807
2025-03-28 12:05:00-04:00,558.38,558.8,558.23,558.25,430921
2025-03-28 12:10:00-04:00,558.27,558.6788,558.1001,558.115,345499
2025-03-28 12:15:00-04:00,558.1,558.1785,556.95,556.99,782117
2025-03-28 12:20:00-04:00,556.98,557.2375,556.74,556.8387,447491
2025-03-28 12:25:00-04:00,556.8,557.09,556.631,556.84,577999
2025-03-28 12:30:00-04:00,556.845,557.32,556.835,557.1944,390481
2025-03-28 12:35:00-04:00,557.2,557.4633,557,557.03,581142
2025-03-28 12:40:00-04:00,556.9816,557.46,556.87,556.9,464211
2025-03-28 12:45:00-04:00,556.88,557.51,556.86,557.19,391815
2025-03-28 12:50:00-04:00,557.19,557.5787,557.12,557.37,328033
2025-03-28 12:55:00-04:00,557.37,557.37,556.44,556.5432,548365
2025-03-28 13:00:00-04:00,556.5,556.54,556.14,556.26,647335
2025-03-28 13:05:00-04:00,556.24,556.28,555.705,555.74,549789
2025-03-28 13:10:00-04:00,555.74,555.9799,555.64,555.79,487742
2025-03-28 13:15:00-04:00,555.77,556.7,555.54,556.1526,860651
2025-03-28 13:20:00-04:00,556.14,556.31,555.76,555.76,332779
2025-03-28 13:25:00-04:00,555.775,555.83,555.25,555.39,653423
2025-03-28 13:30:00-04:00,555.4,555.8,555.2976,555.53,466979
