date,open,high,low,close,volume,ftd_quantity,ftd_value,short_volume,short_volume_total,short_exempt_volume,short_volume_ratio,short_interest,si_days_to_cover,si_avg_daily_vol,dp_total_weekly_vol,dp_ats_volume,dp_ats_pct,institutional_shares,num_institutions,top10_concentration,borrow_rate_est,borrow_utilization,on_threshold_list,daily_return_pct,ftd_20d_avg,ftd_5d_sum,volume_20d_avg,relative_volume,ftd_pct_of_volume,volatility_20d,sma_50,sma_200
2002-04-23,2.4937500953674316,2.53125,2.4375,2.4437499046325684,824800,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.25,0,0,1475640,0.56,0.0,2.4599,2.4437499046325684,2.4437499046325684
2002-04-24,2.440000057220459,2.4512500762939453,2.424999952316284,2.4262499809265137,1064800,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7161,0,0,1438040,0.74,0.0,2.4447,2.4262499809265137,2.4262499809265137
2002-04-25,2.4262499809265137,2.4262499809265137,2.396250009536743,2.424999952316284,1727200,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0515,0,0,1455920,1.19,0.0,2.3311,2.4398,2.424999952316284
2002-04-26,2.4124999046325684,2.447499990463257,2.40625,2.40625,1653600,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7732,0,0,1452880,1.14,0.0,2.303,2.4377,2.40625
2002-04-29,2.393749952316284,2.393749952316284,2.3499999046325684,2.362499952316284,2562400,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8182,0,0,1487000,1.72,0.0,1.9734,2.4349,2.362499952316284
2002-04-30,2.34375,2.4124999046325684,2.3375000953674316,2.3812499046325684,6894400,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7936,0,0,1726800,3.99,0.0,1.9179,2.4328,2.3812499046325684
2002-05-01,2.4124999046325684,2.5625,2.4124999046325684,2.5625,1672000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6116,0,0,1782040,0.94,0.0,2.514,2.4363,2.5625
2002-05-02,2.549999952316284,2.6237499713897705,2.549999952316284,2.603749990463257,3316000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6098,0,0,1909680,1.74,0.0,2.5073,2.439,2.603749990463257
2002-05-03,2.5999999046325684,2.601249933242798,2.569999933242798,2.5999999046325684,463200,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144,0,0,1890960,0.24,0.0,2.4217,2.4417,2.5999999046325684
2002-05-06,2.598750114440918,2.8237500190734863,2.598750114440918,2.71875,2146400,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5673,0,0,1920360,1.12,0.0,2.5358,2.4477,2.71875
2002-05-07,2.706249952316284,2.75,2.6812500953674316,2.6875,452800,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1494,0,0,1764880,0.26,0.0,2.4966,2.4527,2.6875
2002-05-08,2.7125000953674316,2.8125,2.7125000953674316,2.799999952316284,658400,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.186,0,0,1732680,0.38,0.0,2.6024,2.46,2.799999952316284
2002-05-09,2.8125,2.9000000953674316,2.8125,2.856250047683716,847200,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0089,0,0,1702840,0.5,0.0,2.5121,2.4692,2.856250047683716
2002-05-10,2.875,2.9287500381469727,2.75,2.757499933242798,696000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.4573,0,0,1675840,0.42,0.0,2.6525,2.4766,2.757499933242798
2002-05-13,2.7587499618530273,2.7587499618530273,2.606250047683716,2.6875,1929600,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5385,0,0,1694360,1.14,0.0,2.7545,2.4819,2.6875
2002-05-14,2.75,2.799999952316284,2.5999999046325684,2.5999999046325684,3958400,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.2558,0,0,1831000,2.16,0.0,2.8623,2.4847,2.5999999046325684
2002-05-15,2.5875000953674316,2.625,2.481250047683716,2.481250047683716,5829600,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5673,0,0,1955040,2.98,0.0,2.9272,2.4862,2.481250047683716
2002-05-16,2.481250047683716,2.5875000953674316,2.481250047683716,2.575000047683716,5286400,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7783,0,0,2170120,2.44,0.0,3.0376,2.4893,2.575000047683716
2002-05-17,2.59375,2.6875,2.59375,2.653749942779541,4351200,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0582,0,0,2355360,1.85,0.0,3.0669,2.4913,2.653749942779541
2002-05-20,2.653749942779541,2.6875,2.637500047683716,2.672499895095825,2336000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7065,0,0,2433520,0.96,0.0,3.0455,2.4925,2.672499895095825
2002-05-21,2.825000047683716,2.831249952316284,2.5562500953674316,2.5625,3872000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.116,0,0,2585880,1.5,0.0,3.1513,2.4909,2.5625
2002-05-22,2.557499885559082,2.6875,2.5374999046325684,2.65625,1847200,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6585,0,0,2625000,0.7,0.0,3.2251,2.491,2.65625
2002-05-23,2.65625,2.8375000953674316,2.65625,2.8012499809265137,2157600,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4588,0,0,2646520,0.82,0.0,3.3966,2.4945,2.8012499809265137
2002-05-24,2.7925000190734863,2.9625000953674316,2.7925000190734863,2.932499885559082,2212000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6854,0,0,2674440,0.83,0.0,3.479,2.5006,2.932499885559082
2002-05-28,2.9437499046325684,3.036250114440918,2.9124999046325684,3.026249885559082,2082400,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1969,0,0,2650440,0.79,0.0,3.4436,2.5103,3.026249885559082
2002-05-29,3.026249885559082,3.026249885559082,2.9375,2.950000047683716,4728000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5196,0,0,2542120,1.86,0.0,3.5424,2.521,2.950000047683716
2002-05-30,2.950000047683716,2.950000047683716,2.893749952316284,2.9075000286102295,3941600,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4407,0,0,2655600,1.48,0.0,3.253,2.5324,2.9075000286102295
2002-05-31,2.9075000286102295,3.0374999046325684,2.9075000286102295,3.023750066757202,2708000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9983,0,0,2625200,1.03,0.0,3.3277,2.5478,3.023750066757202
2002-06-03,3.023750066757202,3.023750066757202,2.8924999237060547,2.90625,1817600,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.8859,0,0,2692920,0.67,0.0,3.4776,2.5591,2.90625
2002-06-04,2.901249885559082,2.987499952316284,2.862499952316284,2.9287500381469727,1933600,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7742,0,0,2682280,0.72,0.0,3.3585,2.5694,2.9287500381469727
2002-06-05,2.9375,2.9600000381469727,2.8887500762939453,2.90625,1752000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7682,0,0,2747240,0.64,0.0,3.3506,2.5782,2.90625
2002-06-06,2.90625,2.956249952316284,2.898750066757202,2.90625,1403200,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2784480,0.5,0.0,3.2394,2.5864,2.90625
2002-06-07,2.875,2.9049999713897705,2.819999933242798,2.8687500953674316,1752000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2903,0,0,2829720,0.62,0.0,3.2291,2.5923,2.8687500953674316
2002-06-10,2.8687500953674316,2.9124999046325684,2.7874999046325684,2.8125,854400,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9608,0,0,2837640,0.3,0.0,3.163,2.598,2.8125
2002-06-11,2.827500104904175,2.84375,2.815000057220459,2.84375,323200,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1111,0,0,2757320,0.12,0.0,3.1076,2.6073,2.84375
2002-06-12,2.8137500286102295,2.815000057220459,2.7274999618530273,2.799999952316284,532000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5385,0,0,2586000,0.21,0.0,3.03,2.6167,2.799999952316284
2002-06-13,2.799999952316284,2.887500047683716,2.762500047683716,2.869999885559082,1297600,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2359400,0.55,0.0,2.8339,2.6276,2.869999885559082
2002-06-14,2.867500066757202,2.867500066757202,2.668750047683716,2.8137500286102295,718400,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9599,0,0,2131000,0.34,0.0,2.8052,2.6365,2.8137500286102295
2002-06-17,2.825000047683716,2.9312500953674316,2.825000047683716,2.877500057220459,936800,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2657,0,0,1960280,0.48,0.0,2.7739,2.6478,2.877500057220459
2002-06-18,2.877500057220459,2.893749952316284,2.7874999046325684,2.815000057220459,260000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.172,0,0,1856480,0.14,0.0,2.8307,2.6584,2.815000057220459
2002-06-19,2.8125,2.893749952316284,2.8125,2.875,905600,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1314,0,0,1708160,0.53,0.0,2.666,2.6685,2.875
2002-06-20,2.8575000762939453,2.8575000762939453,2.723750114440918,2.737499952316284,509600,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.7826,0,0,1641280,0.31,0.0,2.8144,2.6759,2.737499952316284
2002-06-21,2.71875,2.71875,2.612499952316284,2.625,1016000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1096,0,0,1584200,0.64,0.0,2.6886,2.6822,2.625
2002-06-24,2.625,2.625,2.487499952316284,2.565000057220459,1092800,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2857,0,0,1528240,0.72,0.0,2.4637,2.6879,2.565000057220459
2002-06-25,2.565000057220459,2.598750114440918,2.497499942779541,2.497499942779541,829600,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6316,0,0,1465600,0.57,0.0,2.3343,2.6914,2.497499942779541
2002-06-26,2.46875,2.46875,2.2950000762939453,2.3687500953674316,2882400,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.1551,0,0,1373320,2.1,0.0,2.4896,2.6913,2.3687500953674316
2002-06-27,2.387500047683716,2.5,2.3637499809265137,2.5,1632000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5409,0,0,1257840,1.3,0.0,2.8719,2.6918,2.5
2002-06-28,2.4937500953674316,2.6649999618530273,2.478749990463257,2.6237499713897705,3480000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0,0,1296440,2.68,0.0,2.9561,2.6947,2.6237499713897705
2002-07-01,2.612499952316284,2.6237499713897705,2.456249952316284,2.4674999713897705,1088000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.9552,0,0,1259960,0.86,0.0,3.0998,2.6934,2.4674999713897705
2002-07-02,2.466249942779541,2.466249942779541,2.233750104904175,2.3450000286102295,1637600,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.9645,0,0,1245160,1.32,0.0,3.2076,2.6903,2.3450000286102295
2002-07-03,2.3375000953674316,2.387500047683716,2.15625,2.3125,2226400,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3859,0,0,1268880,1.75,0.0,3.2077,2.6877,2.3125
2002-07-05,2.325000047683716,2.432499885559082,2.325000047683716,2.3762500286102295,455200,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7568,0,0,1221480,0.37,0.0,3.309,2.6867,2.3762500286102295
2002-07-08,2.387500047683716,2.543750047683716,2.3712499141693115,2.476249933242798,1433600,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2083,0,0,1205560,1.19,0.0,3.4924,2.6877,2.476249933242798
2002-07-09,2.4625000953674316,2.5537500381469727,2.4049999713897705,2.4375,2162400,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5649,0,0,1270960,1.7,0.0,3.4861,2.6883,2.4375
2002-07-10,2.4375,2.512500047683716,2.3687500953674316,2.4000000953674316,2144000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5385,0,0,1362000,1.57,0.0,3.4669,2.6891,2.4000000953674316
2002-07-11,2.3812499046325684,2.3862500190734863,2.21875,2.3037500381469727,2443200,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.0104,0,0,1457560,1.68,0.0,3.535,2.6875,2.3037500381469727
2002-07-12,2.3037500381469727,2.3037500381469727,2.1962499618530273,2.211250066757202,1052800,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.0152,0,0,1445320,0.73,0.0,3.506,2.6805,2.211250066757202
2002-07-15,2.208750009536743,2.208750009536743,1.975000023841858,2.0875000953674316,1300000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.5964,0,0,1474400,0.88,0.0,3.631,2.6702,2.0875000953674316
2002-07-16,2.0562500953674316,2.108750104904175,2.0112500190734863,2.023750066757202,1246400,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0539,0,0,1489880,0.84,0.0,3.5454,2.6587,2.023750066757202
2002-07-17,2.0299999713897705,2.081249952316284,1.787500023841858,2.0112500190734863,6398400,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6177,0,0,1796800,3.56,0.0,3.5508,2.6445,2.0112500190734863
2002-07-18,2.0112500190734863,2.049999952316284,1.9950000047683716,2.005000114440918,1261600,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3107,0,0,1814600,0.7,0.0,3.4611,2.6309,2.005000114440918
2002-07-19,1.993749976158142,2.0012500286102295,1.9562499523162842,1.972499966621399,1353600,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.621,0,0,1856800,0.73,0.0,3.3894,2.6143,1.972499966621399
2002-07-22,1.965000033378601,2.0587499141693115,1.9500000476837158,1.975000023841858,999200,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1267,0,0,1855960,0.54,0.0,3.3561,2.5967,1.975000023841858
2002-07-23,1.9874999523162842,2.049999952316284,1.90625,2.0,2536000,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2658,0,0,1928120,1.32,0.0,3.396,2.5815,2.0
2002-07-24,1.975000023841858,2.202500104904175,1.8737499713897705,2.1987500190734863,1784800,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9375,0,0,1975880,0.9,0.0,4.1486,2.5718,2.1987500190734863
2002-07-25,2.200000047683716,2.200000047683716,2.075000047683716,2.122499942779541,560800,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.4679,0,0,1859800,0.3,0.0,4.0705,2.5622,2.122499942779541
2002-07-26,2.1237499713897705,2.2125000953674316,2.1237499713897705,2.192500114440918,668800,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.298,0,0,1811640,0.37,0.0,3.932,2.5564,2.192500114440918
